ID,Loan no,Latitude,Longitude,State,Area,Branch,Status,DPD,Disbursal date,Product,Asset_Colleteral_Value,Carpet Area(SQFT),Year
1112,LXBHG02824-250043147,28.694148,76.926258,HR,A - 2 Rohtak,Bahadurgarh,A,0,16-10-2024 00:00,LAP,8312750,1305,2024
1113,LXKUR03224-250043280,30.067064,76.823946,HR,A - 1 Chandigarh,Kurukshetra,A,0,22-10-2024 00:00,BL,1158406,437,2024
1114,LXFZB02924-250042967,26.7592,82.0772,UK & UP,A - 2 Kanpur,Faizabad,A,0,10-11-2024 00:00,HL,1332000,388,2024
1115,LXBHL02924-250043149,25.269789,74.639241,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,16-10-2024 00:00,HL,1396000,500,2024
1116,LXBAN02924-250043425,23.328291,74.173297,RJ-UP-3,A - 6 Udaipur,Banswara,C,0,19-10-2024 00:00,HL,1730000,800,2024
1117,LXHLD03624-250043207,29.0922756,79.3267157,UK & UP,A - 1 Dehradun,Haldwani,A,31,17-10-2024 00:00,STBL,1890000,324,2024
1118,LXFZB02324-250043006,26.5538,81.8414,UK & UP,A - 2 Kanpur,Faizabad,A,3,14-10-2024 00:00,LAP,3662000,1147,2024
1119,LXFAR02924-250043292,28.388556,77.270556,NCR,NCR,Faridabad,A,0,18-10-2024 00:00,HL,1797600,405,2024
1120,LXSON02924-250043657,28.686136,76.927328,HR,A - 2 Rohtak,Sonipat,A,0,23-10-2024 00:00,HL,2048041,590,2024
1121,LXSNG02924-250043109,26.875796,75.904249,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,16-10-2024 00:00,HL,1839000,390,2024
1122,LXVDI03024-250043300,23.759178,77.805771,MP,A - 2 Bhopal,Vidisha,C,0,18-10-2024 00:00,HL,2730000,1170,2024
1123,LXBHG03624-250042991,28.620061,76.786252,HR,A - 2 Rohtak,Bahadurgarh,A,0,10-11-2024 00:00,STBL,1000485,1522,2024
1124,LXLUD02824-250043683,30.8606,75.9047,HR,A - 1 Chandigarh,Ludhiana,A,3,24-10-2024 00:00,LAP,2971080,990,2024
1125,LXRJS02924-250043134,24.906454,73.602194,RJ-UP-3,A - 6 Udaipur,Rajsamand,A,0,16-10-2024 00:00,HL,2473900,1081,2024
1126,LXBAN01124-250043475,23.721896,74.140458,RJ-UP-3,A - 6 Udaipur,Banswara,C,24,20-10-2024 00:00,HL,3597800,1860,2024
1127,LXKAL02924-250043146,26.974167,75.713444,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,C,21,16-10-2024 00:00,HL,4847500,1138,2024
1128,LXJPR02924-250043383,26.952361,75.87575,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,19-10-2024 00:00,HL,1589400,450,2024
1129,LXKOT02824-250043166,25.208888,75.846553,RJ-UP-3,A - 7 Kota,Kota,A,67,17-10-2024 00:00,LAP,1378552,492,2024
1130,LXJPR01224-250043205,26.949848,75.87044,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,17-10-2024 00:00,HL,1888225,494,2024
1131,LXJHN03224-250043394,28.002445,75.524133,RJ-UP-1,A - 2 Jaipur 2,Jhunjhunu,A,0,19-10-2024 00:00,BL,1107585,1300,2024
1132,LXVIZ04124-250043578,18.084954,83.213405,AP,A - 1 Vijayawada,Vizianagaram,A,0,23-10-2024 00:00,STBLP,1056000,312,2024
1133,LXMOR02824-250045318,28.576697,78.57475,UK & UP,A - 1 Dehradun,Moradabad,A,3,29-11-2024 00:00,LAP,1240000,235,2024
1134,LXBEA03024-250044975,26.101944,74.353083,RJ-UP-2,A - 3 Ajmer,Beawar,A,0,25-11-2024 00:00,HL,1922750,1024,2024
1135,LXSAH02824-250044112,28.63105,77.422218,NCR,NCR,Sahibabad,C,0,28-10-2024 00:00,LAP,4405995,1161,2024
1136,LXIND04124-250043645,22.97227,75.820808,MP,A - 1 Indore,Indore-2,A,0,23-10-2024 00:00,STBLP,1400000,500,2024
1137,LXBIJ02824-250044192,25.884924,74.8154,RJ-UP-2,A - 4 Bhilwara,Bijainagar,C,0,29-10-2024 00:00,LAP,1322400,1546,2024
1138,LXLAX02824-250044012,28.640611,77.322417,NCR,NCR,Laxmi Nagar,A,0,27-10-2024 00:00,LAP,6577160,1198,2024
1139,LXPAL02324-250043412,25.527167,73.393443,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,19-10-2024 00:00,LAP,1225300,1068,2024
1140,LXJPR02924-250042978,26.938194,75.890444,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,10-11-2024 00:00,HL,1584900,540,2024
1141,LXPIP02924-250043371,23.068431,78.507974,MP,A - 2 Bhopal,Pipariya,C,0,19-10-2024 00:00,HL,1230000,600,2024
1142,LXKOT02924-250042981,25.20144,75.845659,RJ-UP-3,A - 7 Kota,Kota,A,0,10-11-2024 00:00,HL,2076000,840,2024
1143,LXKOT03624-250043060,25.124371,75.796312,RJ-UP-3,A - 7 Kota,Kota,A,0,15-10-2024 00:00,STBL,3550000,3900,2024
1144,LXKEK02824-250043294,25.970212,75.158404,RJ-UP-2,A - 3 Ajmer,Kekri,A,0,18-10-2024 00:00,LAP,1474280,397,2024
1145,LXHRD01124-250044082,29.929698,78.147576,UK & UP,A - 1 Dehradun,Haridwar,A,8,28-10-2024 00:00,HL,3605000,560,2024
1146,LXSNG02924-250043124,26.885778,75.938417,RJ-UP-1,A - 1 Jaipur,Sanganer,C,0,16-10-2024 00:00,HL,2226000,900,2024
1147,LXDEW02924-250043976,22.932361,76.013111,MP,A - 1 Indore,Dewas,A,0,27-10-2024 00:00,HL,2630000,850,2024
1148,LXGUN04124-250043053,25.084783,77.152829,MP,A - 2 Bhopal,Guna,A,0,15-10-2024 00:00,STBLP,1520000,800,2024
1149,LXSAH01124-250045311,28.55941,77.554802,NCR,NCR,Sahibabad,A,0,29-11-2024 00:00,HL,2639250,765,2024
1150,LXJAP02924-250043169,26.929889,75.892889,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,A,0,16-10-2024 00:00,HL,1563000,600,2024
1151,LXHRD02424-250044999,29.901354,78.095432,UK & UP,A - 1 Dehradun,Haridwar,A,0,25-11-2024 00:00,LAP,3269500,865,2024
1152,LXLUD01224-250044933,30.857297,75.893483,HR,A - 1 Chandigarh,Ludhiana,A,31,23-11-2024 00:00,HL,2208096,792,2024
1153,LXBAR02924-250042910,24.923164,76.844545,RJ-UP-3,A - 7 Kota,Baran,A,0,10-10-2024 00:00,HL,1011750,783,2024
1154,LXCHO02824-250043015,27.118222,75.600278,RJ-UP-1,A - 2 Jaipur 2,Chomu,A,0,14-10-2024 00:00,LAP,972750,900,2024
1155,LXSKR02324-250043466,26.997222,75.802944,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,8,20-10-2024 00:00,LAP,1161250,450,2024
1156,LXSIK03224-250043203,27.637598,74.731882,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,251,17-10-2024 00:00,BL,1302480,97,2024
1157,LXKAS02924-250043044,29.199963,79.009381,UK & UP,A - 1 Dehradun,Kashipur,A,0,15-10-2024 00:00,HL,1960000,992,2024
1158,LXBIA02824-250043135,24.064444,76.860667,MP,A - 2 Bhopal,Biaora,A,281,16-10-2024 00:00,LAP,2268750,1155,2024
1159,LXLUD02924-250043704,30.8656,75.901,HR,A - 1 Chandigarh,Ludhiana,A,0,24-10-2024 00:00,HL,1773744,738,2024
1160,LXKHA02924-250043114,21.903083,75.853417,MP,A - 1 Indore,Khargone,A,0,16-10-2024 00:00,HL,1780000,1360,2024
1161,LXRUD02824-250043602,28.958512,79.402978,UK & UP,A - 1 Dehradun,Rudrapur,A,0,23-10-2024 00:00,LAP,955000,450,2024
1162,LXLUD02924-250043334,30.9307,75.9394,HR,A - 1 Chandigarh,Ludhiana,C,0,19-10-2024 00:00,HL,1697400,1026,2024
1163,LXSHP02924-250044580,25.284195,75.16305,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,18-11-2024 00:00,HL,1189050,2727,2024
1164,LXRUD01124-250043696,28.9137891,79.5158092,UK & UP,A - 1 Dehradun,Rudrapur,C,21,24-10-2024 00:00,HL,2182400,704,2024
1165,LXBUR03624-250044026,28.519863,77.242273,NCR,NCR,Burari,C,0,28-10-2024 00:00,STBL,1033760,203,2024
1166,LXPRG02924-250043608,25.40927,81.867893,UK & UP,A - 2 Kanpur,Prayagraj,C,0,23-10-2024 00:00,HL,1838400,537,2024
1167,LXKTH03624-250043116,29.685077,76.276147,HR,A - 1 Chandigarh,Kaithal,A,0,16-10-2024 00:00,STBL,713875,415,2024
1168,LXJPR02924-250043130,26.945795,75.893753,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,16-10-2024 00:00,HL,1209000,504,2024
1169,LXUDP02224-250043676,24.352868,74.123687,RJ-UP-3,A - 6 Udaipur,Udaipur,C,21,24-10-2024 00:00,LAP,2286800,0,2024
1170,LXHRD02924-250044277,29.932886,78.060714,UK & UP,A - 1 Dehradun,Haridwar,A,8,30-10-2024 00:00,HL,2185000,575,2024
1171,LXHYD04124-250043896,17.542324,78.89152,Telangana,A - 1 Hyderabad,Hyderabad-2,A,8,26-10-2024 00:00,STBLP,3520800,1800,2024
1172,LXAJM04224-250044184,26.621203,74.525423,RJ-UP-2,A - 3 Ajmer,Ajmer,C,0,29-10-2024 00:00,STBLP,1110000,1350,2024
1173,LXGAJ02924-250044549,23.857917,77.955339,MP,A - 2 Bhopal,Gajbasoda,A,0,17-11-2024 00:00,HL,1260000,900,2024
1174,LXPAL03624-250043278,25.730769,73.326915,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,19-10-2024 00:00,STBL,1401946,1750,2024
1175,LXSAN02824-250044114,24.715536,76.375887,RJ-UP-3,A - 8 Kota,Sangod-RRM-Jhalawar,A,0,28-10-2024 00:00,LAP,1950000,1250,2024
1176,LXSNG02924-250043478,26.881517,75.879496,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-10-2024 00:00,HL,1909575,530,2024
1177,LXGAJ04124-250044339,24.097029,77.693351,MP,A - 2 Bhopal,Gajbasoda,C,0,11-08-2024 00:00,STBLP,2073500,715,2024
1178,LXJNP02924-250043022,28.611558,77.059674,NCR,NCR,Janakpuri,A,0,14-10-2024 00:00,HL,3034600,270,2024
1179,LXFZB02324-250043461,26.5038,82.7882,UK & UP,A - 2 Kanpur,Faizabad,C,0,20-10-2024 00:00,LAP,5419200,5112,2024
1180,LXPAL02824-250043061,26.022646,73.28055,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,15-10-2024 00:00,LAP,1557910,2122,2024
1181,LXJPR02924-250043604,26.807167,75.785139,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,22-10-2024 00:00,HL,4400550,693,2024
1182,LXAMB03624-250043863,30.226194,76.779713,HR,A - 1 Chandigarh,Ambala,A,0,26-10-2024 00:00,STBL,1017984,1048,2024
1183,LXDEW02924-250043553,22.756667,76.289278,MP,A - 1 Indore,Dewas,A,0,21-10-2024 00:00,HL,1292100,2055,2024
1184,LXLAX02924-250044251,28.35953116,77.28018766,NCR,NCR,Laxmi Nagar,A,0,29-10-2024 00:00,HL,1710000,360,2024
1185,LXBHP02924-250044120,24.667464,77.336242,MP,A - 2 Bhopal,Bhopal,C,0,29-10-2024 00:00,HL,1380000,600,2024
1186,LXLAX02924-250043348,28.546716,77.539627,NCR,NCR,Laxmi Nagar,C,10,19-10-2024 00:00,HL,2516400,540,2024
1187,LXHLD03624-250043129,29.2443332,79.5203689,UK & UP,A - 1 Dehradun,Haldwani,A,3,16-10-2024 00:00,STBL,3424800,1623,2024
1188,LXJAP02824-250044174,26.955972,75.883889,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,A,0,29-10-2024 00:00,LAP,1073297,346,2024
1189,LXIND02924-250043359,22.826154,75.983134,MP,A - 1 Indore,Indore,A,0,19-10-2024 00:00,HL,1163000,1452,2024
1190,LXJPR02924-250045474,27.0228249,75.8304537,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,C,18,30-11-2024 00:00,HL,1282500,450,2024
1191,LXBIA02924-250044369,23.826889,77.042315,MP,A - 2 Bhopal,Biaora,A,312,11-11-2024 00:00,HL,1425600,1296,2024
1192,LXJPR01124-250043111,26.983639,75.654667,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,16-10-2024 00:00,HL,4331600,954,2024
1193,LXLAX02924-250043935,28.763466,77.2789866,NCR,NCR,Laxmi Nagar,A,0,27-10-2024 00:00,HL,4323600,1098,2024
1194,LXDHA02924-250043251,22.611091,75.30726,MP,A - 1 Indore,Dhar,A,0,18-10-2024 00:00,HL,2250000,625,2024
1195,LXNIZ02824-250043622,18.646406,77.881645,Telangana,A - 1 Hyderabad,Nizamabad,A,0,24-10-2024 00:00,LAP,2332500,1500,2024
1196,LXMOR02924-250043714,28.85152,78.729252,UK & UP,A - 1 Dehradun,Moradabad,C,0,24-10-2024 00:00,HL,1801200,753,2024
1197,LXSHR04124-250043249,29.718936,77.342549,UK & UP,A - 1 Dehradun,Saharanpur,C,0,18-10-2024 00:00,STBLP,1235500,935,2024
1198,LXGAJ02824-250044597,23.862412,77.942736,MP,A - 2 Bhopal,Gajbasoda,A,0,18-11-2024 00:00,LAP,2400000,1000,2024
1199,LXIND04124-250043014,22.768316,75.911848,MP,A - 1 Indore,Indore,A,0,14-10-2024 00:00,STBLP,1689700,510,2024
1200,LXMOR02924-250044145,28.546167,78.663066,UK & UP,A - 1 Dehradun,Moradabad,A,8,29-10-2024 00:00,HL,1442400,232,2024
1201,LXMND02924-250043176,24.275819,74.99302724,MP,A - 1 Indore,Mandsaur,A,0,16-10-2024 00:00,LAP,10326000,2100,2024
1202,LXJOD04124-250044282,26.797115,73.584736,RJ-UP-3,A - 5 Jodhpur,Jodhpur,C,21,30-10-2024 00:00,STBLP,1571400,816,2024
1203,LXSAG02924-250043239,23.559413,73.822819,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,18-10-2024 00:00,HL,2755200,1000,2024
1204,LXRAT04124-250043356,23.33960455,75.02057435,MP,A - 1 Indore,Ratlam,A,0,19-10-2024 00:00,STBLP,2888500,675,2024
1205,LXBIJ02924-250043794,25.923447,74.660304,RJ-UP-2,A - 4 Bhilwara,Bijainagar,C,0,25-10-2024 00:00,HL,1320800,508,2024
1206,LXIND02924-250044353,22.804128,75.836164,MP,A - 1 Indore,Indore-2,A,0,11-09-2024 00:00,HL,1724000,660,2024
1207,LXMND02924-250043599,24.12229,75.318785,MP,A - 1 Indore,Mandsaur,A,0,22-10-2024 00:00,HL,1903200,828,2024
1208,LXGGN03624-250043154,28.15888,76.71727,NCR,NCR,Gurgaon,A,0,16-10-2024 00:00,STBL,1036110,1251,2024
1209,LXREN02924-250042905,27.153639,75.489333,RJ-UP-1,A - 2 Jaipur 2,Reengus,C,0,10-10-2024 00:00,HL,1350000,900,2024
1210,LXJPR02924-250043081,26.95601,75.889255,RJ-UP-1,A - 1 Jaipur,Jaipur,C,0,15-10-2024 00:00,HL,2353125,1070,2024
1211,LXCHD02924-250043897,30.491582,76.822562,HR,A - 1 Chandigarh,Chandigarh,A,0,27-10-2024 00:00,HL,1527600,459,2024
1212,LXBEA02824-250043660,26.069467,74.262649,RJ-UP-2,A - 3 Ajmer,Beawar,A,0,23-10-2024 00:00,LAP,1416000,2064,2024
1213,LXJPR01124-250042953,26.94116,75.886254,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,10-10-2024 00:00,HL,2457000,630,2024
1214,LXDHA04124-250043125,22.612054,75.074095,MP,A - 1 Indore,Dhar,A,0,16-10-2024 00:00,STBLP,1099250,1603,2024
1215,LXSAH02924-250045089,28.6368265,77.4921316,NCR,NCR,Sahibabad,A,0,27-11-2024 00:00,HL,1542500,486,2024
1216,LXJPR03024-250043746,26.947352,75.890468,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,25-10-2024 00:00,LAP,1426950,473,2024
1217,LXKAL01224-250043936,26.736978,75.721696,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,C,0,27-10-2024 00:00,HL,1342700,463,2024
1218,LXCGH02824-250043252,24.747111,74.649389,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,18-10-2024 00:00,LAP,1836000,1080,2024
1219,LXLAX02924-250044119,28.61127827,77.35292337,NCR,NCR,Laxmi Nagar,C,21,28-10-2024 00:00,HL,7843000,747,2024
1220,LXPPT03624-250043056,29.407999,76.94079,HR,A - 2 Rohtak,Panipat,A,0,15-10-2024 00:00,STBL,1073800,630,2024
1221,LXBAR02924-250043542,28.370803,79.413355,UK & UP,A - 2 Kanpur,Bareilly,A,0,21-10-2024 00:00,HL,1722900,521,2024
1222,LXKOT03624-250043057,25.069622,75.870517,RJ-UP-3,A - 7 Kota,Kota,A,0,15-10-2024 00:00,STBL,1900000,1000,2024
1223,LXAGR02924-250043773,27.178411,77.942956,RJ-UP-1,A - 1 Jaipur,Agra,C,21,25-10-2024 00:00,HL,1808500,495,2024
1224,LXKEK02924-250043187,26.068939,75.021515,RJ-UP-2,A - 3 Ajmer,Kekri,A,0,17-10-2024 00:00,HL,1139750,803,2024
1225,LXGUN04124-250043031,24.761806,76.861528,MP,A - 2 Bhopal,Guna,A,98,14-10-2024 00:00,STBLP,1425000,1850,2024
1226,LXBHL02924-250043174,25.341415,74.681884,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,16-10-2024 00:00,HL,1270000,600,2024
1227,LXSIR02824-250043669,24.721238,72.506619,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,24-10-2024 00:00,LAP,3544750,2086,2024
1228,LXKHA04124-250043240,21.751461,75.526807,MP,A - 1 Indore,Khargone,A,0,18-10-2024 00:00,STBLP,839300,308,2024
1229,LXFTH02924-250043667,24.997098,73.686062,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,0,24-10-2024 00:00,HL,2180468,1016,2024
1230,LXKOT03624-250043059,25.113875,75.808067,RJ-UP-3,A - 7 Kota,Kota,A,0,15-10-2024 00:00,STBL,2453850,1292,2024
1231,LXNOK03624-250042969,27.548069,73.481871,RJ-UP-2,A - 3 Ajmer,Nokha,A,0,10-11-2024 00:00,STBL,1394500,1925,2024
1232,LXBAL03624-250043164,25.832395,72.25482,RJ-UP-3,A - 5 Jodhpur,Balotra,A,0,16-10-2024 00:00,STBL,2156800,2000,2024
1233,LXPPT03224-250043395,29.391825,76.98024,HR,A - 2 Rohtak,Panipat,A,0,20-10-2024 00:00,BL,1018800,360,2024
1234,LXBWN02324-250043079,28.935002,76.032143,HR,A - 2 Rohtak,Bhiwani,A,0,15-10-2024 00:00,LAP,1266300,1890,2024
1235,LXUJJ02924-250042959,23.197139,75.778222,MP,A - 1 Indore,Ujjain,C,26,10-11-2024 00:00,HL,3291200,374,2024
1236,LXSIK04124-250043267,27.635014,75.134593,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,0,19-10-2024 00:00,STBLP,2299200,1800,2024
1237,LXUDP02324-250043209,24.63327,73.691938,RJ-UP-3,A - 6 Udaipur,Udaipur,C,0,18-10-2024 00:00,LAP,9755600,3608,2024
1238,LXIND02824-250043908,22.76104,75.870956,MP,A - 1 Indore,Indore-2,A,0,26-10-2024 00:00,LAP,1382400,0,2024
1239,LXRAT02824-250043659,23.07347747,74.38659811,MP,A - 1 Indore,Ratlam,A,36,24-10-2024 00:00,LAP,2830000,655,2024
1240,LXCHO02924-250043152,27.172959,75.60193,RJ-UP-1,A - 2 Jaipur 2,Chomu,A,3,16-10-2024 00:00,HL,3510000,1350,2024
1241,LXUDP02424-250043577,23.99403,73.747241,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,22-10-2024 00:00,LAP,1951125,1105,2024
1242,LXMTH02824-250043291,27.52566,77.66883,RJ-UP-1,A - 1 Jaipur,Mathura,A,0,18-10-2024 00:00,LAP,1854250,841,2024
1243,LXFZB02324-250043228,26.5772,82.3833,UK & UP,A - 2 Kanpur,Faizabad,A,0,17-10-2024 00:00,LAP,3708000,750,2024
1244,LXSIR02924-250043719,24.798828,73.055195,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,24-10-2024 00:00,HL,2125000,816,2024
1245,LXSKR02924-250043331,26.933167,75.895278,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,19-10-2024 00:00,HL,1560000,600,2024
1246,LXNAG02824-250043377,23.73934218,76.0127394,MP,A - 1 Indore,Nagda,A,67,19-10-2024 00:00,LAP,1482000,1800,2024
1247,LXSON02924-250043698,29.128232,76.684911,HR,A - 2 Rohtak,Sonipat,A,0,24-10-2024 00:00,HL,2203000,1260,2024
1248,LXSHP02824-250044442,25.437479,75.109709,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,14-11-2024 00:00,LAP,1231250,1125,2024
1249,LXBEH03624-250043024,28.144901,76.226878,RJ-UP-1,A - 1 Jaipur,Behror,A,8,14-10-2024 00:00,STBL,1301380,1410,2024
1250,LXMER02324-250043039,26.637512,74.029042,RJ-UP-2,A - 3 Ajmer,Merta,A,0,15-10-2024 00:00,LAP,1205400,864,2024
1251,LXMEE04124-250044056,28.9774,77.6641,NCR,NCR,Meerut,A,0,29-10-2024 00:00,STBLP,1135562,495,2024
1252,LXKAN02924-250043724,26.511577,80.281879,UK & UP,A - 2 Kanpur,Kanpur,A,0,24-10-2024 00:00,HL,2145600,450,2024
1253,LXGUN02824-250044372,24.578575,77.737356,MP,A - 2 Bhopal,Guna,A,0,11-11-2024 00:00,LAP,2028000,390,2024
1254,LXHLD03624-250043316,29.1723221,79.4991105,UK & UP,A - 1 Dehradun,Haldwani,A,0,19-10-2024 00:00,STBL,802500,240,2024
1255,LXVKN02924-250044243,30.491077,77.832618,UK & UP,A - 1 Dehradun,Vikas Nagar,C,0,29-10-2024 00:00,HL,1437915,1207,2024
1256,LXJNP02924-250043641,28.6468566,77.0473375,NCR,NCR,Janakpuri,A,0,23-10-2024 00:00,HL,1911000,225,2024
1257,LXBIJ02924-250044144,26.034308,74.832831,RJ-UP-2,A - 4 Bhilwara,Bijainagar,A,0,29-10-2024 00:00,LAP,1026000,654,2024
1258,LXNOI02924-250044287,28.62261041,77.34870763,NCR,NCR,Noida,A,0,30-10-2024 00:00,HL,3312000,450,2024
1259,LXJPR02824-250043276,27.01323,75.697253,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,18-10-2024 00:00,LAP,2050000,900,2024
1260,LXMOR03624-250044660,28.39465,78.621761,UK & UP,A - 1 Dehradun,Moradabad,A,8,19-11-2024 00:00,STBL,2923400,653,2024
1261,LXDEW02824-250043028,23.031,76.119833,MP,A - 1 Indore,Dewas,A,0,14-10-2024 00:00,LAP,930000,465,2024
1262,LXSAN02924-250043384,22.106694,76.141861,MP,A - 1 Indore,Sanawad,A,0,19-10-2024 00:00,HL,1190000,544,2024
1263,LXHIS03624-250044098,29.068828,75.741085,HR,A - 2 Rohtak,Hissar,A,0,28-10-2024 00:00,STBL,1044560,1296,2024
1264,LXMHB02324-250043556,16.573863,78.048807,Telangana,A - 1 Hyderabad,Mahbubnagar,A,0,23-10-2024 00:00,LAP,3874100,1350,2024
1265,LXSAN02924-250043414,22.131083,76.158694,MP,A - 1 Indore,Sanawad,A,0,19-10-2024 00:00,HL,1107000,510,2024
1266,LXLAX03624-250043122,28.69055635,77.04838779,NCR,NCR,Laxmi Nagar,A,0,16-10-2024 00:00,STBL,1026100,243,2024
1267,LXCHD02924-250044052,30.558456,76.707853,HR,A - 1 Chandigarh,Chandigarh,C,0,28-10-2024 00:00,HL,2271981,777,2024
1268,LXBIA04124-250043144,24.080833,77.148444,MP,A - 2 Bhopal,Biaora,A,251,16-10-2024 00:00,STBLP,1633700,2635,2024
1269,LXSWA02924-250043338,26.0093,76.6108,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,0,19-10-2024 00:00,HL,1015500,930,2024
1270,LXJAP03024-250043041,26.944778,75.902944,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,A,0,15-10-2024 00:00,LAP,1584900,450,2024
1271,LXBIK02324-250043099,27.966426,73.1186,RJ-UP-1,A - 2 Jaipur 2,Bikaner,A,0,16-10-2024 00:00,LAP,1235700,2700,2024
1272,LXKUR03624-250044116,29.9013,76.7849,HR,A - 1 Chandigarh,Kurukshetra,A,0,29-10-2024 00:00,STBL,606800,831,2024
1273,LXJPR02824-250043877,27.072679,75.965007,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,26-10-2024 00:00,LAP,1374768,1745,2024
1274,LXKRN02824-250043594,29.83215,76.933751,HR,A - 1 Chandigarh,Karnal,A,0,22-10-2024 00:00,LAP,1725748,1134,2024
1275,LXGGN03624-250043148,28.642648,76.787231,NCR,NCR,Gurgaon,A,8,16-10-2024 00:00,STBL,1277100,1080,2024
1276,LXELU02924-250043246,16.731857,81.074857,AP,A - 1 Vijayawada,Eluru,A,0,18-10-2024 00:00,HL,3384292,1359,2024
1277,LXSAN02924-250043817,24.677005,76.429738,RJ-UP-3,A - 8 Kota,Sangod-RRM-Jhalawar,A,67,25-10-2024 00:00,HL,1217500,1350,2024
1278,LXKOT03024-250042921,25.234325,75.883129,RJ-UP-3,A - 7 Kota,Kota,A,0,10-09-2024 00:00,HL,3733000,933,2024
1279,LXHIS03624-250043343,28.963766,75.955612,HR,A - 2 Rohtak,Hissar,A,3,19-10-2024 00:00,STBL,1451725,982,2024
1280,LXSNG02924-250043498,26.60125,75.982696,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-10-2024 00:00,HL,1740000,1350,2024
1281,LXAGR02924-250043618,27.162531,77.904952,RJ-UP-1,A - 1 Jaipur,Agra,A,3,23-10-2024 00:00,LAP,2702500,1850,2024
1282,LXPIT02924-250043220,22.655778,75.556222,MP,A - 1 Indore,Pithampur,A,0,17-10-2024 00:00,HL,2448000,720,2024
1283,LXJPR02924-250043128,26.887637,75.919059,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,16-10-2024 00:00,HL,3111300,720,2024
1284,LXBEA01224-250044091,25.838816,74.279053,RJ-UP-2,A - 3 Ajmer,Beawar,C,0,28-10-2024 00:00,HL,1425000,713,2024
1285,LXSAH02824-250044206,28.67,77.392,NCR,NCR,Sahibabad,C,21,29-10-2024 00:00,LAP,2338800,450,2024
1286,LXJAL02324-250043330,25.606688,72.939209,RJ-UP-3,A - 5 Jodhpur,Jalore,C,0,19-10-2024 00:00,LAP,1478988,2370,2024
1287,LXJPR02924-250043564,26.958619,75.885557,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,22-10-2024 00:00,HL,1619625,439,2024
1288,LXPRA03024-250043052,23.788755,74.457523,RJ-UP-2,A - 4 Bhilwara,Pratapgarh,A,0,16-10-2024 00:00,HL,3200000,1000,2024
1289,LXSWA03024-250043008,25.914192,76.467722,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,67,14-10-2024 00:00,HL,1063600,800,2024
1290,LXCGH01224-250044180,25.0065,74.635389,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,29-10-2024 00:00,HL,1536000,1740,2024
1291,LXRJS03624-250042963,25.030645,74.108929,RJ-UP-3,A - 6 Udaipur,Rajsamand,A,3,10-11-2024 00:00,STBL,3302000,2080,2024
1292,LXJHL02924-250043538,24.536774,76.178839,RJ-UP-3,A - 7 Kota,Jhalawar,A,0,21-10-2024 00:00,HL,2204375,1075,2024
1293,LXIND02824-250043563,22.779784,75.889429,MP,A - 1 Indore,Indore,A,98,22-10-2024 00:00,LAP,3240000,900,2024
1294,LXRAT02424-250043892,23.038689,74.433346,MP,A - 1 Indore,Ratlam,A,0,26-10-2024 00:00,LAP,3131600,6458,2024
